event_count,scenario,replicate,test_events,clock_bits_per_event,clock_mdl_net_bits,direction_mdl_net_bits,selected_direction_horizon,selected_direction_polarity,direction_test_accuracy,clock_mdl_accept,direction_mdl_accept,joint_mdl_accept
800,censored_execution_noise,0,226,0.4235929727639252,8.665396041228078,95.32940180900394,5,contrarian,0.8672566371681416,True,True,True
800,censored_execution_noise,1,217,0.4060302540061304,0.8287204239255743,101.32961043188693,5,contrarian,0.8842592592592593,True,True,True
800,censored_execution_noise,2,189,0.3410914400798274,-23.45648923819057,67.6095430716938,5,contrarian,0.8449197860962567,False,True,False
800,censored_execution_noise,3,213,0.4508587823249783,8.659362050674886,71.97195159036613,5,contrarian,0.8349056603773585,True,True,True
800,censored_execution_noise,4,201,0.4480312825653101,2.4033719641338678,88.28711136008071,5,contrarian,0.875,True,True,True
800,censored_execution_noise,5,226,0.3200891235968682,-14.726473870526817,100.04937822668568,5,contrarian,0.8755555555555555,False,True,False
800,censored_execution_noise,6,214,0.43980106748514225,6.767238324809071,111.90893898124807,5,contrarian,0.9018691588785047,True,True,True
800,censored_execution_noise,7,210,0.3499085153663601,-13.962637643431819,115.00797020037035,5,contrarian,0.9095238095238095,False,True,False
800,censored_execution_noise,8,187,0.39847525118995875,-13.452689032540135,65.19291144525295,5,contrarian,0.839572192513369,False,True,False
800,censored_execution_noise,9,191,0.39645040283504723,-12.155808028616136,104.40498609952908,5,contrarian,0.9105263157894737,False,True,False
800,censored_execution_noise,10,192,0.5367577793467933,15.202182256870245,71.41133785990327,5,contrarian,0.8489583333333334,True,True,True
800,censored_execution_noise,11,219,0.44167619404211295,9.494340137879703,79.60094074537231,5,contrarian,0.8447488584474886,True,True,True
800,censored_execution_noise,12,187,0.47821547739462594,1.458733267732626,71.8468135825323,5,contrarian,0.8548387096774194,True,True,True
800,censored_execution_noise,13,199,0.3974312100693228,-8.607790412961023,87.48027353386074,5,contrarian,0.8743718592964824,False,True,False
800,censored_execution_noise,14,170,0.4211499414249452,-16.746986132438465,54.96173040352021,5,contrarian,0.8294117647058824,False,True,False
800,censored_execution_noise,15,178,0.35297856951184836,-25.337136943131725,70.01520442310256,5,contrarian,0.8587570621468926,False,True,False
800,censored_execution_noise,16,202,0.49402306350165426,12.164642922452174,89.90386759319614,5,contrarian,0.8762376237623762,True,True,True
800,censored_execution_noise,17,211,0.3777979464339026,-7.704809628835918,62.29629552717245,5,contrarian,0.8151658767772512,False,True,False
800,censored_execution_noise,18,208,0.4025118525635337,-3.7673416402599997,91.13173803136824,5,contrarian,0.8743961352657005,False,True,False
800,censored_execution_noise,19,214,0.34292950203593864,-13.963276681320494,100.98266776530538,5,contrarian,0.8867924528301887,False,True,False
800,censored_execution_noise,20,219,0.33760361817983453,-13.297553975959275,118.58698987214,5,contrarian,0.908256880733945,False,True,False
800,censored_execution_noise,21,234,0.3798449878071046,2.0094738399595826,69.95294622450155,5,contrarian,0.8162393162393162,True,True,True
800,censored_execution_noise,22,205,0.39087198409412627,-7.430328913559535,101.18714561738389,5,contrarian,0.8926829268292683,False,True,False
800,censored_execution_noise,23,212,0.34956233522772306,-13.289672207668175,100.98266776530538,5,contrarian,0.8867924528301887,False,True,False
800,censored_execution_noise,24,223,0.3952985879700984,1.0135237851998653,104.15496342234654,5,contrarian,0.8834080717488789,True,True,True
800,censored_execution_noise,25,182,0.3809695408453845,-18.742442331231587,73.1470453248187,5,contrarian,0.861878453038674,False,True,False
800,censored_execution_noise,26,203,0.43579963343713646,0.8622479357230475,72.38958885689775,5,contrarian,0.8423645320197044,True,True,True
