scenario,replicate,planted_events,observed_events,test_events,clock_test_bits,clock_test_bits_per_event,clock_mdl_net_bits,selected_direction_horizon,selected_direction_polarity,direction_test_accuracy,direction_test_n,direction_mdl_net_bits,clock_family_recovered,clock_mdl_recovered,contrarian_family_recovered,exact_horizon_recovered
censored_execution_noise,57,420,420,103,37.79720891015586,0.36696319330248406,-41.13201187616852,5,contrarian,0.912621359223301,103,55.951122770807245,True,False,True,True
censored_execution_noise,58,420,420,100,35.24162426628483,0.3524162426628483,-43.8166926351451,5,contrarian,0.94,100,64.25550808455236,True,False,True,True
censored_execution_noise,59,420,420,95,25.74300624769424,0.27097901313362355,-53.527804877506014,5,contrarian,0.8526315789473684,95,34.694536351021014,True,False,True,True
censored_execution_noise,60,420,420,97,39.44799437067378,0.40668035433684313,-39.738213998918496,5,contrarian,0.865979381443299,97,38.86883415709869,True,False,True,True
censored_execution_noise,61,420,420,89,38.341162378256705,0.4307995772837832,-41.18036798641186,5,contrarian,0.8409090909090909,88,29.372535525266592,True,False,True,True
censored_execution_noise,62,420,420,101,36.99934016330243,0.3663301006267567,-42.016079667463835,5,contrarian,0.8787878787878788,99,43.24932875961188,True,False,True,True
censored_execution_noise,63,420,420,84,31.70297658352945,0.3774163878991601,-48.02403893286876,5,contrarian,0.8452380952380952,84,28.78309830725076,True,False,True,True
censored_execution_noise,64,420,420,114,51.309850675959815,0.450086409438244,-27.13533382962037,5,contrarian,0.8938053097345132,113,54.81868701366891,True,False,True,True
censored_execution_noise,65,420,420,94,13.931682083621238,0.14820938386831103,-65.38123538157399,5,contrarian,0.7872340425531915,94,20.806758896591628,True,False,True,True
censored_execution_noise,66,420,420,104,34.59892851168742,0.33268200492007133,-44.286988595995055,5,contrarian,0.8653846153846154,104,41.7240168918036,True,False,True,True
censored_execution_noise,67,420,420,118,47.997677968357415,0.40675998278268993,-30.267167055230836,5,contrarian,0.9152542372881356,118,65.59525135783096,True,False,True,True
censored_execution_noise,68,420,420,97,18.34730942549257,0.18914751985043884,-60.83889894409971,5,contrarian,0.8762886597938144,97,41.62623388820714,True,False,True,True
censored_execution_noise,69,420,420,107,49.81694246710462,0.4655789015617254,-28.93823657875526,5,contrarian,0.8785046728971962,107,46.90010084860938,True,False,True,True
censored_execution_noise,70,420,420,111,40.080000636010816,0.3610810868109082,-38.49889812908075,5,contrarian,0.8198198198198198,111,32.46771299096684,True,False,True,True
censored_execution_noise,71,420,420,103,27.679359331315172,0.2687316439933512,-51.24986145500921,5,contrarian,0.9029126213592233,103,52.651496082049064,True,False,True,True
censored_execution_noise,72,420,420,80,20.909072738493492,0.26136340923116863,-58.98014115481469,5,contrarian,0.875,80,33.514844544032286,True,False,True,True
censored_execution_noise,73,420,420,89,28.33861012106322,0.3184113496748676,-51.182920243605345,5,contrarian,0.898876404494382,89,43.94329724796039,True,False,True,True
censored_execution_noise,74,420,420,81,33.629792898569534,0.41518262837740166,-46.219051001225736,5,contrarian,0.9506172839506173,81,55.0147133998528,True,False,True,True
censored_execution_noise,75,420,420,118,23.857804167638772,0.2021847810816845,-54.407040855949475,5,contrarian,0.8728813559322034,118,50.16103340930201,True,False,True,True
censored_execution_noise,76,420,420,112,26.498096729589253,0.23659014937133263,-52.036375407012315,5,contrarian,0.8660714285714286,112,45.371153355827516,True,False,True,True
censored_execution_noise,77,420,420,99,35.5808852805034,0.3594028816212465,-43.52019484715847,5,contrarian,0.898989898989899,99,49.25325091700169,True,False,True,True
censored_execution_noise,78,420,420,113,46.785025351387645,0.4140267730211296,-31.704875679629055,5,contrarian,0.8761061946902655,113,48.92905154377161,True,False,True,True
censored_execution_noise,79,420,420,107,47.43693904954773,0.4433358789677358,-31.318239996312144,5,contrarian,0.8504672897196262,107,38.87234471315864,True,False,True,True
censored_execution_noise,80,420,420,82,11.337453009131835,0.13826162206258336,-68.47090163554891,5,contrarian,0.9146341463414634,82,44.49362186291143,True,False,True,True
censored_execution_noise,81,420,420,78,27.406523861643567,0.3513656905338919,-52.56307502977246,5,contrarian,0.8333333333333334,78,24.298251111428375,True,False,True,True
censored_execution_noise,82,420,420,103,50.96374185576529,0.49479361025014845,-27.965478930559087,5,contrarian,0.9215686274509803,102,58.54396717660534,True,False,True,True
censored_execution_noise,83,420,420,105,22.241336970473604,0.21182225686165337,-56.601139204205545,5,contrarian,0.8571428571428571,105,39.874358248855614,True,False,True,True
censored_execution_noise,84,420,420,93,17.777493286100587,0.19115584178602782,-61.5774015561312,5,contrarian,0.8172043010752689,93,26.187589889921362,True,False,True,True
censored_execution_noise,85,420,420,98,30.654732273956597,0.31280339055057754,-48.48897806813227,5,contrarian,0.8673469387755102,98,39.66238118424844,True,False,True,True
censored_execution_noise,86,420,420,110,55.74763367199566,0.506796669745415,-22.87554817810961,5,contrarian,0.7909090909090909,110,25.628440640438093,True,False,True,True
censored_execution_noise,87,420,420,98,41.59725634177342,0.4244617994058512,-37.54645400031545,5,contrarian,0.8775510204081632,98,42.43675418974388,True,False,True,True
censored_execution_noise,88,420,420,100,39.65425540374037,0.39654255403740374,-39.40406149768956,5,contrarian,0.8888888888888888,99,46.17742485721106,True,False,True,True
censored_execution_noise,89,420,420,104,30.89975351572817,0.29711301457430933,-47.9861635919543,5,contrarian,0.7884615384615384,104,23.581029302029812,True,False,True,True
censored_execution_noise,90,420,420,107,42.621051535253194,0.39832758444161864,-36.13412751060668,5,contrarian,0.9065420560747663,107,56.07385909610229,True,False,True,True
censored_execution_noise,91,420,420,119,44.902677742884684,0.37733342641079565,-33.31670918633248,5,contrarian,0.8823529411764706,119,53.81543443010405,True,False,True,True
censored_execution_noise,92,420,420,90,13.19410273006685,0.14660114144518724,-66.28595830526841,5,contrarian,0.8333333333333334,90,28.497982051648126,True,False,True,True
censored_execution_noise,93,420,420,105,33.72002569592682,0.3211431018659697,-45.12245047875233,5,contrarian,0.780952380952381,105,22.36541001305128,True,False,True,True
censored_execution_noise,94,420,420,124,43.052596901771906,0.34719836211106375,-34.937210071703106,5,contrarian,0.8870967741935484,124,57.932194908546485,True,False,True,True
censored_execution_noise,95,420,420,119,45.86836084512585,0.3854484104632424,-32.351026084091316,5,contrarian,0.907563025210084,119,63.098284205019596,True,False,True,True
censored_execution_noise,96,420,420,118,29.22771933422962,0.24769253673075947,-49.03712568935863,5,contrarian,0.8728813559322034,118,50.16103340930201,True,False,True,True
censored_execution_noise,97,420,420,108,59.81220778014888,0.5538167387050822,-18.899113299042483,5,contrarian,0.8518518518518519,108,39.639849723590594,True,False,True,True
censored_execution_noise,98,420,420,116,30.182390776954875,0.2601930239392662,-48.172920600759184,5,contrarian,0.896551724137931,116,57.3394852605291,True,False,True,True
censored_execution_noise,99,420,420,102,24.589809645018313,0.24107656514723835,-54.38257843018305,5,contrarian,0.8529411764705882,102,37.552058191874586,True,False,True,True
