ticket,role,observed_timestamp,observed_entry_minute,control_timestamp,state_similarity,event_sequence_similarity,observed_event_cross_prior_high_10,control_event_cross_prior_high_10,observed_event_cross_prior_low_10,control_event_cross_prior_low_10,observed_event_cross_prior_high_20,control_event_cross_prior_high_20,observed_event_cross_prior_low_20,control_event_cross_prior_low_20,observed_event_cross_session_high,control_event_cross_session_high,observed_event_cross_session_low,control_event_cross_session_low,observed_event_cross_vwap,control_event_cross_vwap,observed_event_cross_ema20,control_event_cross_ema20,observed_event_large_body_expansion,control_event_large_body_expansion,observed_event_compression_to_expansion,control_event_compression_to_expansion,observed_event_higher_low_break,control_event_higher_low_break,observed_event_lower_high_break,control_event_lower_high_break,observed_event_false_break_high,control_event_false_break_high,observed_event_false_break_low,control_event_false_break_low,observed_event_impulse_pullback_cont_up,control_event_impulse_pullback_cont_up,observed_event_impulse_pullback_cont_down,control_event_impulse_pullback_cont_down,observed_event_immediate_reversal,control_event_immediate_reversal,observed_boundary_5,control_boundary_5,observed_boundary_15,control_boundary_15,observed_boundary_30,control_boundary_30,observed_boundary_60,control_boundary_60
37162697,before,2025-10-27 08:13:05,2025-10-27 08:13:00,2025-10-27 08:03:00,0.1645532719670009,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37162697,after,2025-10-27 08:13:05,2025-10-27 08:13:00,2025-10-27 08:24:00,0.15196853218688966,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37217619,before,2025-10-28 12:52:18,2025-10-28 12:52:00,2025-10-28 12:36:00,0.25148119107154987,0.8823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37217619,after,2025-10-28 12:52:18,2025-10-28 12:52:00,2025-10-28 12:54:00,0.17326256133750134,0.8823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37296835,before,2025-10-30 09:44:53,2025-10-30 09:44:00,2025-10-30 09:40:00,0.09782686376988886,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37296835,after,2025-10-30 09:44:53,2025-10-30 09:44:00,2025-10-30 10:25:00,0.23138911085926184,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37386001,before,2025-11-03 18:38:37,2025-11-03 18:38:00,2025-11-03 18:36:00,0.21029374485917338,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37386001,after,2025-11-03 18:38:37,2025-11-03 18:38:00,2025-11-03 19:01:00,0.21074567282103251,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37400976,before,2025-11-04 10:09:22,2025-11-04 10:09:00,2025-11-04 10:00:00,0.09463579247054003,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
37400976,after,2025-11-04 10:09:22,2025-11-04 10:09:00,2025-11-04 10:24:00,0.14452707138414073,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37442389,before,2025-11-05 09:55:47,2025-11-05 09:55:00,2025-11-05 09:53:00,0.07985891255816344,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37442389,after,2025-11-05 09:55:47,2025-11-05 09:55:00,2025-11-05 10:21:00,0.19449538433982658,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37477144,before,2025-11-06 12:42:44,2025-11-06 12:42:00,2025-11-06 12:40:00,0.07695069745842929,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37477144,after,2025-11-06 12:42:44,2025-11-06 12:42:00,2025-11-06 12:44:00,0.09214512435197764,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37507379,before,2025-11-07 11:18:04,2025-11-07 11:18:00,2025-11-07 11:06:00,0.10067841023418515,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37507379,after,2025-11-07 11:18:04,2025-11-07 11:18:00,2025-11-07 12:28:00,0.16795536394038504,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37542639,before,2025-11-10 10:42:17,2025-11-10 10:42:00,2025-11-10 10:26:00,0.19731290391605918,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37542639,after,2025-11-10 10:42:17,2025-11-10 10:42:00,2025-11-10 11:21:00,0.1496174284460917,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37542995,before,2025-11-10 11:00:16,2025-11-10 11:00:00,2025-11-10 10:41:00,0.16771778052491787,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
37542995,after,2025-11-10 11:00:16,2025-11-10 11:00:00,2025-11-10 11:21:00,0.1498882208591148,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
37543683,before,2025-11-10 11:22:51,2025-11-10 11:22:00,2025-11-10 10:48:00,0.155888999891818,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37543683,after,2025-11-10 11:22:51,2025-11-10 11:22:00,2025-11-10 11:31:00,0.12872603714151293,0.8823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37610153,before,2025-11-12 10:19:02,2025-11-12 10:19:00,2025-11-12 10:17:00,0.10281755660195219,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37610153,after,2025-11-12 10:19:02,2025-11-12 10:19:00,2025-11-12 11:35:00,0.19397147656311897,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37701576,before,2025-11-14 11:12:06,2025-11-14 11:12:00,2025-11-14 11:03:00,0.2658097336399724,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37701576,after,2025-11-14 11:12:06,2025-11-14 11:12:00,2025-11-14 12:15:00,0.1908793342977404,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
37748984,before,2025-11-17 09:17:27,2025-11-17 09:17:00,2025-11-17 08:44:00,0.21813843618335577,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37748984,after,2025-11-17 09:17:27,2025-11-17 09:17:00,2025-11-17 09:21:00,0.30841860511768887,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37791981,before,2025-11-18 08:48:04,2025-11-18 08:48:00,2025-11-18 07:36:00,0.2847876255791514,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37791981,after,2025-11-18 08:48:04,2025-11-18 08:48:00,2025-11-18 09:01:00,0.19903529074518966,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37836776,before,2025-11-19 12:12:16,2025-11-19 12:12:00,2025-11-19 11:29:00,0.13062316177097563,1.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37836776,after,2025-11-19 12:12:16,2025-11-19 12:12:00,2025-11-19 12:42:00,0.22784960753346908,1.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37874673,before,2025-11-20 08:09:10,2025-11-20 08:09:00,2025-11-20 08:07:00,0.16685399884286262,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37874673,after,2025-11-20 08:09:10,2025-11-20 08:09:00,2025-11-20 08:14:00,0.08518951442513228,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37928869,before,2025-11-21 13:14:11,2025-11-21 13:14:00,2025-11-21 13:08:00,0.20424281646805653,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37928869,after,2025-11-21 13:14:11,2025-11-21 13:14:00,2025-11-21 13:26:00,0.4887696216683561,0.8823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37964561,after,2025-11-24 13:01:04,2025-11-24 13:01:00,2025-11-24 13:05:00,0.19593141150847018,0.8235294117647058,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38045554,before,2025-11-26 09:36:48,2025-11-26 09:36:00,2025-11-26 09:17:00,0.18808960372610176,0.7647058823529411,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38045554,after,2025-11-26 09:36:48,2025-11-26 09:36:00,2025-11-26 09:38:00,0.12724331424123006,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38119105,before,2025-11-27 08:09:07,2025-11-27 08:09:00,2025-11-27 08:04:00,0.09526122680764328,0.8823529411764706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38119105,after,2025-11-27 08:09:07,2025-11-27 08:09:00,2025-11-27 08:29:00,0.10805245753505457,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38122859,before,2025-11-27 11:02:26,2025-11-27 11:02:00,2025-11-27 10:14:00,0.18426462241897656,0.6470588235294118,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38122859,after,2025-11-27 11:02:26,2025-11-27 11:02:00,2025-11-27 11:05:00,0.08970096896575969,0.8235294117647058,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38185142,before,2025-12-01 12:14:10,2025-12-01 12:14:00,2025-12-01 12:10:00,0.07536306870055147,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38185142,after,2025-12-01 12:14:10,2025-12-01 12:14:00,2025-12-01 12:29:00,0.16697723974740478,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38220734,before,2025-12-02 11:32:10,2025-12-02 11:32:00,2025-12-02 11:05:00,0.12859874309708763,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38220734,after,2025-12-02 11:32:10,2025-12-02 11:32:00,2025-12-02 11:35:00,0.11759894124203531,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38258178,before,2025-12-03 09:33:51,2025-12-03 09:33:00,2025-12-03 09:20:00,0.2489586971844343,0.7647058823529411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38258178,after,2025-12-03 09:33:51,2025-12-03 09:33:00,2025-12-03 10:13:00,0.14740777075766065,0.8235294117647058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38293895,before,2025-12-04 13:18:01,2025-12-04 13:18:00,2025-12-04 13:16:00,0.07123653252894527,0.8823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38293895,after,2025-12-04 13:18:01,2025-12-04 13:18:00,2025-12-04 13:43:00,0.1097008573092791,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38327555,before,2025-12-05 15:06:32,2025-12-05 15:06:00,2025-12-05 15:04:00,0.36706105431441116,0.9411764705882353,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38327555,after,2025-12-05 15:06:32,2025-12-05 15:06:00,2025-12-05 15:08:00,0.33690403103040795,0.7647058823529411,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38381092,before,2025-12-08 16:57:55,2025-12-08 16:57:00,2025-12-08 16:30:00,0.12022486546578058,0.7647058823529411,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
38381092,after,2025-12-08 16:57:55,2025-12-08 16:57:00,2025-12-08 17:02:00,0.28787873191143815,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38394143,before,2025-12-09 10:35:42,2025-12-09 10:35:00,2025-12-09 09:46:00,0.2014311671161935,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38394143,after,2025-12-09 10:35:42,2025-12-09 10:35:00,2025-12-09 10:45:00,0.1449241998068642,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
38422656,before,2025-12-09 20:33:05,2025-12-09 20:33:00,2025-12-09 20:31:00,0.09703657829553222,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38422656,after,2025-12-09 20:33:05,2025-12-09 20:33:00,2025-12-09 20:38:00,0.08564219521480057,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38441014,before,2025-12-10 12:33:15,2025-12-10 12:33:00,2025-12-10 12:26:00,0.08904390665503034,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38441014,after,2025-12-10 12:33:15,2025-12-10 12:33:00,2025-12-10 12:40:00,0.08925712140452273,0.8823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38443239,before,2025-12-10 14:17:30,2025-12-10 14:17:00,2025-12-10 14:14:00,0.1595255263936518,0.7647058823529411,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38443239,after,2025-12-10 14:17:30,2025-12-10 14:17:00,2025-12-10 14:25:00,0.17679826792239794,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38448404,before,2025-12-10 16:17:48,2025-12-10 16:17:00,2025-12-10 16:07:00,0.06544552453709475,0.8235294117647058,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38448404,after,2025-12-10 16:17:48,2025-12-10 16:17:00,2025-12-10 16:26:00,0.14132793431937085,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38449900,before,2025-12-10 16:31:07,2025-12-10 16:31:00,2025-12-10 16:15:00,0.1386399307167656,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
38449900,after,2025-12-10 16:31:07,2025-12-10 16:31:00,2025-12-10 16:37:00,0.08998059813784555,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38487563,before,2025-12-11 09:32:30,2025-12-11 09:32:00,2025-12-11 09:30:00,0.2240482508783783,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
38487563,after,2025-12-11 09:32:30,2025-12-11 09:32:00,2025-12-11 09:46:00,0.34408495760915164,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38492680,before,2025-12-11 13:09:27,2025-12-11 13:09:00,2025-12-11 13:06:00,0.1860783445235048,0.9411764705882353,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38492680,after,2025-12-11 13:09:27,2025-12-11 13:09:00,2025-12-11 14:02:00,0.5562031708206879,0.7647058823529411,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38528027,before,2025-12-12 11:25:01,2025-12-12 11:25:00,2025-12-12 10:27:00,0.2157576834412713,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38528027,after,2025-12-12 11:25:01,2025-12-12 11:25:00,2025-12-12 11:28:00,0.22855980702820736,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38568721,before,2025-12-15 12:29:18,2025-12-15 12:29:00,2025-12-15 12:17:00,0.06035400999908117,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38568721,after,2025-12-15 12:29:18,2025-12-15 12:29:00,2025-12-15 12:35:00,0.1177597551697982,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38570537,before,2025-12-15 15:00:14,2025-12-15 15:00:00,2025-12-15 14:56:00,0.12744710717006863,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
38570537,after,2025-12-15 15:00:14,2025-12-15 15:00:00,2025-12-15 15:29:00,0.098763341968482,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
38612361,before,2025-12-16 08:41:45,2025-12-16 08:41:00,2025-12-16 08:26:00,0.2917471292624137,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38612361,after,2025-12-16 08:41:45,2025-12-16 08:41:00,2025-12-16 08:44:00,0.33469926858052723,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38648802,before,2025-12-17 08:21:41,2025-12-17 08:21:00,2025-12-17 08:15:00,0.05075225206564061,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
38648802,after,2025-12-17 08:21:41,2025-12-17 08:21:00,2025-12-17 08:37:00,0.14513992118464605,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38650723,before,2025-12-17 09:38:06,2025-12-17 09:38:00,2025-12-17 09:14:00,0.17239286130876597,0.8823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38650723,after,2025-12-17 09:38:06,2025-12-17 09:38:00,2025-12-17 10:01:00,0.24169552334314148,0.8823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38683859,before,2025-12-18 08:05:45,2025-12-18 08:05:00,2025-12-18 08:02:00,0.1348058574774649,0.6470588235294118,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38683859,after,2025-12-18 08:05:45,2025-12-18 08:05:00,2025-12-18 09:12:00,0.17204384358424732,0.7647058823529411,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38686016,before,2025-12-18 10:02:33,2025-12-18 10:02:00,2025-12-18 09:54:00,0.0419521207063397,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38686016,after,2025-12-18 10:02:33,2025-12-18 10:02:00,2025-12-18 10:04:00,0.08336087545207699,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38720385,before,2025-12-19 10:43:53,2025-12-19 10:43:00,2025-12-19 09:39:00,0.19167099027221962,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38720385,after,2025-12-19 10:43:53,2025-12-19 10:43:00,2025-12-19 10:49:00,0.15913030925096558,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38723027,before,2025-12-19 14:42:44,2025-12-19 14:42:00,2025-12-19 14:31:00,0.08077267684200289,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38723027,after,2025-12-19 14:42:44,2025-12-19 14:42:00,2025-12-19 14:48:00,0.14177202521011892,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38755615,before,2025-12-22 08:17:51,2025-12-22 08:17:00,2025-12-22 07:16:00,0.20818703407466035,0.8823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
